"Enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"7103"	"up_WTG0_vs_ASG1"	"GO"	"5743"	"mitochondrial inner membrane "	"64/352"	"149/2150"	18.1818181818182	6.93023255813953	2.0319464092332e-10	4.04966919360177e-07	2.6235509456986	"CHDH_MOUSE;COX41_MOUSE;ATP5E_MOUSE;SDHB_MOUSE;NDUA8_MOUSE;QCR8_MOUSE;MARC2_MOUSE;MPPB_MOUSE;PROD_MOUSE;NDUA4_MOUSE;QCR6_MOUSE;THIM_MOUSE;QCR1_MOUSE;SUCA_MOUSE;SFXN1_MOUSE;SDHA_MOUSE;NDUC2_MOUSE;IDHP_MOUSE;NDUB4_MOUSE;ODBB_MOUSE;LETM1_MOUSE;CMC2_MOUSE;COX6C_MOUSE;NDUAD_MOUSE;KAD2_MOUSE;MIC19_MOUSE;MCCA_MOUSE;MIC60_MOUSE;HMGCL_MOUSE;LDHD_MOUSE;MDHM_MOUSE;HCDH_MOUSE;GLYM_MOUSE;ATPA_MOUSE;ATP5J_MOUSE;ACADV_MOUSE;HYPDH_MOUSE;FAHD1_MOUSE;ATPD_MOUSE;EFTU_MOUSE;DIC_MOUSE;ECHB_MOUSE;ADRO_MOUSE;TIM8A_MOUSE;ECI1_MOUSE;ATP5H_MOUSE;ATPB_MOUSE;CX6B1_MOUSE;CPT2_MOUSE;CH60_MOUSE;COX20_MOUSE;COX5A_MOUSE;QCR2_MOUSE;SIR5_MOUSE;SIM20_MOUSE;THIL_MOUSE;THTM_MOUSE;THTR_MOUSE;TIM16_MOUSE;TIM50_MOUSE;UCRI_MOUSE;A0A0U1RP81_MOUSE;A0A0A6YVR9_MOUSE;D3YUM1_MOUSE"
"12103"	"up_WTG0_vs_ASG1"	"GO"	"5759"	"mitochondrial matrix "	"43/352"	"80/2150"	12.2159090909091	3.72093023255814	1.58989005294439e-09	3.16865087551817e-06	3.28302556818182	"ALDH2_MOUSE;CH10_MOUSE;CLPP_MOUSE;MUTA_MOUSE;PROD_MOUSE;THIM_MOUSE;SARDH_MOUSE;ACADM_MOUSE;DCMC_MOUSE;ODPX_MOUSE;IVD_MOUSE;GRP75_MOUSE;MCCA_MOUSE;ACADS_MOUSE;HMGCL_MOUSE;MDHM_MOUSE;KAD4_MOUSE;LONM_MOUSE;HCDH_MOUSE;KAD3_MOUSE;GLYM_MOUSE;GABT_MOUSE;ETHE1_MOUSE;CISY_MOUSE;ECI1_MOUSE;ECHM_MOUSE;ETFB_MOUSE;DLDH_MOUSE;ADX_MOUSE;DNJA3_MOUSE;EFTS_MOUSE;DHB8_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE;CH60_MOUSE;CBR4_MOUSE;AL4A1_MOUSE;SIR5_MOUSE;SCOT1_MOUSE;THIL_MOUSE;THTR_MOUSE;TIM16_MOUSE;A0A0R4J083_MOUSE"
"3104"	"up_WTG0_vs_ASG1"	"GO"	"5634"	"nucleus "	"36/352"	"442/2150"	10.2272727272727	20.5581395348837	1.70282416979115e-06	0.00339372857039376	0.497480460715755	"BTF3_MOUSE;PI42A_MOUSE;ISC2A_MOUSE;NH2L1_MOUSE;NDRG1_MOUSE;SWP70_MOUSE;PGES2_MOUSE;MORC3_MOUSE;FUMH_MOUSE;NDUAD_MOUSE;KAD2_MOUSE;MECR_MOUSE;ISC2B_MOUSE;MIC19_MOUSE;LPPRC_MOUSE;HMGA1_MOUSE;KCRB_MOUSE;GPX1_MOUSE;GLYM_MOUSE;ATPA_MOUSE;DOK1_MOUSE;DTD1_MOUSE;FA50A_MOUSE;ACO13_MOUSE;DLDH_MOUSE;DHRS4_MOUSE;DNJA3_MOUSE;BABA1_MOUSE;ALDOB_MOUSE;SIR5_MOUSE;WASP_MOUSE;SOX9_MOUSE;SLIRP_MOUSE;A4QPD3_MOUSE;A0A0R4J0I6_MOUSE;E9PUD0_MOUSE"
"10812"	"up_WTG0_vs_ASG1"	"GO"	"6099"	"tricarboxylic acid cycle "	"17/352"	"21/2150"	4.82954545454545	0.976744186046512	3.88849645364023e-06	0.00774977343210499	4.94453463203463	"SDHB_MOUSE;IDHC_MOUSE;SUCA_MOUSE;SDHA_MOUSE;ODP2_MOUSE;IDHP_MOUSE;FUMH_MOUSE;ODPA_MOUSE;ODPB_MOUSE;MDHM_MOUSE;CISY_MOUSE;ACON_MOUSE;SUCB2_MOUSE;SUCB1_MOUSE;Z4YJV4_MOUSE;A0A1L1STE6_MOUSE;Q91VA7_MOUSE"
"10103"	"up_WTG0_vs_ASG1"	"GO"	"50660"	"flavin adenine dinucleotide binding "	"19/352"	"30/2150"	5.39772727272727	1.3953488372093	1.3492974551413e-05	0.0268914982809662	3.86837121212121	"CHDH_MOUSE;SDHA_MOUSE;SARDH_MOUSE;ACADM_MOUSE;ETFA_MOUSE;IVD_MOUSE;ACADS_MOUSE;LDHD_MOUSE;ACOX3_MOUSE;ACADV_MOUSE;ACOX2_MOUSE;FMO1_MOUSE;FMO2_MOUSE;DLDH_MOUSE;ACOX1_MOUSE;A0A0R4J083_MOUSE;B1AU25_MOUSE;A0A0R4J0I6_MOUSE;A0A0A0MQ68_MOUSE"
"2642"	"up_WTG0_vs_ASG1"	"GO"	"6635"	"fatty acid beta-oxidation "	"17/352"	"26/2150"	4.82954545454545	1.2093023255814	2.88880035456364e-05	0.0575737910664534	3.99366258741259	"THIM_MOUSE;THIC_MOUSE;THIKB_MOUSE;ACADM_MOUSE;HCDH_MOUSE;ACOX3_MOUSE;ACADV_MOUSE;ACOX2_MOUSE;ECHD2_MOUSE;ECHB_MOUSE;ECI1_MOUSE;ECHM_MOUSE;ACOX1_MOUSE;CPT2_MOUSE;DHB4_MOUSE;THIL_MOUSE;THIKA_MOUSE"
"2813"	"up_WTG0_vs_ASG1"	"GO"	"31966"	"mitochondrial membrane "	"16/352"	"26/2150"	4.54545454545455	1.2093023255814	8.50874632567918e-05	0.169579314270786	3.75874125874126	"COX41_MOUSE;B2L13_MOUSE;SFXN3_MOUSE;SDHB_MOUSE;NDUA2_MOUSE;NRP1_MOUSE;ACADM_MOUSE;IVD_MOUSE;NDUAD_MOUSE;NDUA6_MOUSE;ACADS_MOUSE;ACADV_MOUSE;ATPB_MOUSE;UCRI_MOUSE;A0A0R4J083_MOUSE;A0A0R4J0I6_MOUSE"
"5012"	"up_WTG0_vs_ASG1"	"GO"	"5777"	"peroxisome "	"20/352"	"41/2150"	5.68181818181818	1.90697674418605	0.000219309181240859	0.437083198213032	2.97949002217295	"AMACR_MOUSE;MARC2_MOUSE;IDHC_MOUSE;VWA8_MOUSE;PAHX_MOUSE;THIKB_MOUSE;DCMC_MOUSE;IDHP_MOUSE;HMGCL_MOUSE;HSDL2_MOUSE;ACOX3_MOUSE;ACOX2_MOUSE;HAOX2_MOUSE;ACOX1_MOUSE;DHRS4_MOUSE;CATA_MOUSE;DHB4_MOUSE;THIKA_MOUSE;A0A0R4J0I6_MOUSE;A2AL50_MOUSE"
"11612"	"up_WTG0_vs_ASG1"	"GO"	"5747"	"mitochondrial respiratory chain complex I "	"16/352"	"29/2150"	4.54545454545455	1.34883720930233	0.000220394542024099	0.43924632225403	3.36990595611285	"NDUS6_MOUSE;NDUA8_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;NDUBB_MOUSE;NDUV2_MOUSE;NDUC2_MOUSE;NDUB4_MOUSE;NDUS1_MOUSE;NDUAD_MOUSE;NDUS5_MOUSE;NDUA7_MOUSE;NDUA6_MOUSE;NDUB1_MOUSE;A0A0R4J275_MOUSE;E9QPX3_MOUSE"
"6091"	"up_WTG0_vs_ASG1"	"GO"	"33539"	"fatty acid beta-oxidation using acyl-CoA dehydrogenase "	"9/352"	"9/2150"	2.55681818181818	0.418604651162791	0.000293148228234864	0.584244418872084	6.10795454545455	"ACADM_MOUSE;ETFA_MOUSE;IVD_MOUSE;ACADS_MOUSE;ACADV_MOUSE;ETFB_MOUSE;A0A0R4J083_MOUSE;A0A0R4J0I6_MOUSE;A0A0A0MQ68_MOUSE"
"2132"	"up_WTG0_vs_ASG1"	"GO"	"3723"	"RNA binding "	"8/352"	"150/2150"	2.27272727272727	6.97674418604651	0.000330396504472186	0.658480233413066	0.325757575757576	"NH2L1_MOUSE;RT05_MOUSE;MORC3_MOUSE;LPPRC_MOUSE;SLIRP_MOUSE;A0A1L1SRC3_MOUSE;H9KV01_MOUSE;E9PUD0_MOUSE"
"7512"	"up_WTG0_vs_ASG1"	"GO"	"46034"	"ATP metabolic process "	"12/352"	"19/2150"	3.40909090909091	0.883720930232558	0.000563438538224046	1	3.85765550239234	"ATPO_MOUSE;NDUS1_MOUSE;KAD2_MOUSE;KAD4_MOUSE;KAD3_MOUSE;ATPA_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATPB_MOUSE;ATP5I_MOUSE;VATB2_MOUSE"
"6212"	"up_WTG0_vs_ASG1"	"GO"	"46933"	"proton-transporting ATP synthase activity, rotational mechanism "	"9/352"	"11/2150"	2.55681818181818	0.511627906976744	0.000780047664392913	1	4.9974173553719	"ATP5E_MOUSE;ATPO_MOUSE;ATPA_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATPB_MOUSE;ATP5I_MOUSE;Q8C2Q8_MOUSE"
"19711"	"up_WTG0_vs_ASG1"	"GO"	"71949"	"FAD binding "	"9/352"	"12/2150"	2.55681818181818	0.558139534883721	0.00119842415332109	1	4.58096590909091	"PROD_MOUSE;LDHD_MOUSE;ACOX3_MOUSE;HYPDH_MOUSE;ACOX2_MOUSE;ACOX1_MOUSE;A0A0R4J203_MOUSE;Q3V0K6_MOUSE;A2AL50_MOUSE"
"4812"	"up_WTG0_vs_ASG1"	"GO"	"5737"	"cytoplasm "	"63/352"	"551/2150"	17.8977272727273	25.6279069767442	0.00165099519349522	1	0.698368668536545	"AMACR_MOUSE;PPA6_MOUSE;PPR1A_MOUSE;NIT1_MOUSE;ISC2A_MOUSE;IDHC_MOUSE;PURA2_MOUSE;VATE1_MOUSE;NDRG1_MOUSE;THIC_MOUSE;SARDH_MOUSE;STK10_MOUSE;NHRF1_MOUSE;SWP70_MOUSE;ODB2_MOUSE;ST1D1_MOUSE;PRDX3_MOUSE;MSRB2_MOUSE;NDUC2_MOUSE;DCMC_MOUSE;GPSM3_MOUSE;GTR2_MOUSE;FUMH_MOUSE;GRHPR_MOUSE;GRP75_MOUSE;NDUAD_MOUSE;KAD2_MOUSE;CD2AP_MOUSE;ISC2B_MOUSE;MIC19_MOUSE;LRP2_MOUSE;LPPRC_MOUSE;MDHM_MOUSE;HCDH_MOUSE;GPX1_MOUSE;GLYM_MOUSE;ETHE1_MOUSE;DTD1_MOUSE;CP2J5_MOUSE;ACY3_MOUSE;AL8A1_MOUSE;ARK72_MOUSE;F210A_MOUSE;ACOX1_MOUSE;DNJA3_MOUSE;AASS_MOUSE;ACTA_MOUSE;CH60_MOUSE;CATA_MOUSE;COR1A_MOUSE;BABA1_MOUSE;ALDOB_MOUSE;VATB2_MOUSE;PCKGC_MOUSE;THTM_MOUSE;TFIP8_MOUSE;TIM16_MOUSE;SLIRP_MOUSE;A4QPD3_MOUSE;B1AQW2_MOUSE;A0A0G2JEC4_MOUSE;E9Q1V3_MOUSE;Z4YJY0_MOUSE"
"16103"	"up_WTG0_vs_ASG1"	"GO"	"51287"	"NAD binding "	"13/352"	"26/2150"	3.69318181818182	1.2093023255814	0.00171756292864356	1	3.05397727272727	"ALDH2_MOUSE;IDHC_MOUSE;SSDH_MOUSE;IDHP_MOUSE;GRHPR_MOUSE;3HIDH_MOUSE;AL9A1_MOUSE;DLDH_MOUSE;Q921K2_MOUSE;A0A1L1STE6_MOUSE;E0CXN5_MOUSE;D3YUM1_MOUSE;Q91VA7_MOUSE"
"4512"	"up_WTG0_vs_ASG1"	"GO"	"42645"	"mitochondrial nucleoid "	"10/352"	"16/2150"	2.84090909090909	0.744186046511628	0.00173510956623724	1	3.81747159090909	"ODB2_MOUSE;GRP75_MOUSE;LPPRC_MOUSE;LONM_MOUSE;GLYM_MOUSE;ACADV_MOUSE;EFTU_MOUSE;ECHB_MOUSE;ATPB_MOUSE;DNJA3_MOUSE"
"12012"	"up_WTG0_vs_ASG1"	"GO"	"32981"	"mitochondrial respiratory chain complex I assembly "	"12/352"	"23/2150"	3.40909090909091	1.06976744186047	0.00195972516725533	1	3.18675889328063	"NDUS6_MOUSE;NDUA8_MOUSE;NDUA2_MOUSE;NDUBB_MOUSE;NDUC2_MOUSE;NDUB4_MOUSE;NDUAD_MOUSE;NDUS5_MOUSE;NDUA6_MOUSE;NDUB1_MOUSE;A2AJX3_MOUSE;E9QPX3_MOUSE"
"18611"	"up_WTG0_vs_ASG1"	"GO"	"55114"	"oxidation-reduction process "	"15/352"	"32/2150"	4.26136363636364	1.48837209302326	0.00202826567044911	1	2.86310369318182	"MARC2_MOUSE;SDHA_MOUSE;NDUBB_MOUSE;SSDH_MOUSE;ACADM_MOUSE;GRHPR_MOUSE;NDUS5_MOUSE;NDUA6_MOUSE;CP2J5_MOUSE;AL9A1_MOUSE;DCXR_MOUSE;DHRS4_MOUSE;DHB8_MOUSE;CBR4_MOUSE;QCR2_MOUSE"
"9912"	"up_WTG0_vs_ASG1"	"GO"	"51537"	"2 iron, 2 sulfur cluster binding "	"7/352"	"8/2150"	1.98863636363636	0.372093023255814	0.00238828943337711	1	5.34446022727273	"SDHB_MOUSE;NDUV2_MOUSE;NDUS1_MOUSE;ADX_MOUSE;CISD1_MOUSE;UCRI_MOUSE;Z4YKM2_MOUSE"
"19011"	"up_WTG0_vs_ASG1"	"GO"	"8137"	"NADH dehydrogenase (ubiquinone) activity "	"10/352"	"17/2150"	2.84090909090909	0.790697674418605	0.00241779371340424	1	3.59291443850267	"NDUA2_MOUSE;NDUV2_MOUSE;NDUC2_MOUSE;NDUB4_MOUSE;NDUS1_MOUSE;NDUAD_MOUSE;NDUA7_MOUSE;A0A0R4J275_MOUSE;D3YUM1_MOUSE;E9QPX3_MOUSE"
"4651"	"up_WTG0_vs_ASG1"	"GO"	"6629"	"lipid metabolic process "	"9/352"	"14/2150"	2.55681818181818	0.651162790697674	0.00256959451919387	1	3.92654220779221	"ST1D1_MOUSE;MOT1_MOUSE;HMGCL_MOUSE;GPX1_MOUSE;ATPA_MOUSE;ACOX1_MOUSE;ATPB_MOUSE;DPEP1_MOUSE;PCKGC_MOUSE"
"10712"	"up_WTG0_vs_ASG1"	"GO"	"6105"	"succinate metabolic process "	"6/352"	"6/2150"	1.70454545454545	0.27906976744186	0.00324299448588433	1	6.10795454545454	"SDHB_MOUSE;SUCA_MOUSE;SDHA_MOUSE;SSDH_MOUSE;SUCB2_MOUSE;SUCB1_MOUSE"
"3901"	"up_WTG0_vs_ASG1"	"GO"	"19904"	"protein domain specific binding "	"1/352"	"57/2150"	0.284090909090909	2.65116279069767	0.0032518910290526	1	0.107157097288676	"NHRF1_MOUSE"
"3632"	"up_WTG0_vs_ASG1"	"GO"	"6633"	"fatty acid biosynthetic process "	"8/352"	"12/2150"	2.27272727272727	0.558139534883721	0.00379989889116226	1	4.0719696969697	"OXSM_MOUSE;DCMC_MOUSE;MECR_MOUSE;ACSF3_MOUSE;DHB8_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE;CBR4_MOUSE"
"7771"	"up_WTG0_vs_ASG1"	"GO"	"5509"	"calcium ion binding "	"4/352"	"86/2150"	1.13636363636364	4	0.00490775048759777	1	0.284090909090909	"CMC2_MOUSE;LRP2_MOUSE;ATPB_MOUSE;E9QPK1_MOUSE"
"5912"	"up_WTG0_vs_ASG1"	"GO"	"5753"	"mitochondrial proton-transporting ATP synthase complex "	"8/352"	"13/2150"	2.27272727272727	0.604651162790698	0.00540080642214144	1	3.75874125874126	"ATP5E_MOUSE;ATPO_MOUSE;ATPA_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATPB_MOUSE;ATP5I_MOUSE"
"6412"	"up_WTG0_vs_ASG1"	"GO"	"42776"	"mitochondrial ATP synthesis coupled proton transport "	"8/352"	"13/2150"	2.27272727272727	0.604651162790698	0.00540080642214144	1	3.75874125874126	"ATP5E_MOUSE;ATPO_MOUSE;ATPA_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATPB_MOUSE;ATP5I_MOUSE"
"2362"	"up_WTG0_vs_ASG1"	"GO"	"6103"	"2-oxoglutarate metabolic process "	"7/352"	"10/2150"	1.98863636363636	0.465116279069767	0.00560438254599718	1	4.27556818181818	"IDHC_MOUSE;PAHX_MOUSE;IDHP_MOUSE;AADAT_MOUSE;DLDH_MOUSE;RT36_MOUSE;Q91VA7_MOUSE"
"13612"	"up_WTG0_vs_ASG1"	"GO"	"5615"	"extracellular space "	"8/352"	"120/2150"	2.27272727272727	5.58139534883721	0.0060420074845453	1	0.40719696969697	"PPR1A_MOUSE;LRP2_MOUSE;KCRB_MOUSE;IL16_MOUSE;ATP5J_MOUSE;CH60_MOUSE;CATA_MOUSE;DPEP1_MOUSE"
"2562"	"up_WTG0_vs_ASG1"	"GO"	"3985"	"acetyl-CoA C-acetyltransferase activity "	"5/352"	"5/2150"	1.42045454545455	0.232558139534884	0.00734515214199315	1	6.10795454545454	"THIM_MOUSE;THIC_MOUSE;THIKB_MOUSE;THIL_MOUSE;THIKA_MOUSE"
"6171"	"up_WTG0_vs_ASG1"	"GO"	"42594"	"response to starvation "	"5/352"	"5/2150"	1.42045454545455	0.232558139534884	0.00734515214199315	1	6.10795454545454	"ACADM_MOUSE;HMGCL_MOUSE;PCKGC_MOUSE;SCOT1_MOUSE;THIL_MOUSE"
"6241"	"up_WTG0_vs_ASG1"	"GO"	"45254"	"pyruvate dehydrogenase complex "	"5/352"	"5/2150"	1.42045454545455	0.232558139534884	0.00734515214199315	1	6.10795454545454	"ODP2_MOUSE;ODPX_MOUSE;ODPA_MOUSE;ODPB_MOUSE;DLDH_MOUSE"
"6261"	"up_WTG0_vs_ASG1"	"GO"	"34604"	"pyruvate dehydrogenase (NAD+) activity "	"5/352"	"5/2150"	1.42045454545455	0.232558139534884	0.00734515214199315	1	6.10795454545454	"ODP2_MOUSE;ODPX_MOUSE;ODPA_MOUSE;ODPB_MOUSE;DLDH_MOUSE"
"2782"	"up_WTG0_vs_ASG1"	"GO"	"14823"	"response to activity "	"7/352"	"11/2150"	1.98863636363636	0.511627906976744	0.0080849088424097	1	3.88688016528926	"QCR1_MOUSE;GSH0_MOUSE;HCDH_MOUSE;CH60_MOUSE;CATA_MOUSE;PCKGC_MOUSE;SCOT1_MOUSE"
"2913"	"up_WTG0_vs_ASG1"	"GO"	"5751"	"mitochondrial respiratory chain complex IV "	"6/352"	"8/2150"	1.70454545454545	0.372093023255814	0.00822319618514772	1	4.58096590909091	"COX41_MOUSE;NDUA4_MOUSE;COX5A_MOUSE;QCR2_MOUSE;UCRI_MOUSE;Q9DCW5_MOUSE"
"16811"	"up_WTG0_vs_ASG1"	"GO"	"5750"	"mitochondrial respiratory chain complex III "	"6/352"	"8/2150"	1.70454545454545	0.372093023255814	0.00822319618514772	1	4.58096590909091	"QCR8_MOUSE;QCR6_MOUSE;QCR1_MOUSE;QCR2_MOUSE;UCRI_MOUSE;Q9CQB4_MOUSE"
"2572"	"up_WTG0_vs_ASG1"	"GO"	"3988"	"acetyl-CoA C-acyltransferase activity "	"6/352"	"8/2150"	1.70454545454545	0.372093023255814	0.00822319618514772	1	4.58096590909091	"THIM_MOUSE;THIC_MOUSE;THIKB_MOUSE;ECHB_MOUSE;THIL_MOUSE;THIKA_MOUSE"
"8141"	"up_WTG0_vs_ASG1"	"GO"	"14069"	"postsynaptic density "	"1/352"	"46/2150"	0.284090909090909	2.13953488372093	0.0104527884646816	1	0.13278162055336	"DEMA_MOUSE"
"8941"	"up_WTG0_vs_ASG1"	"GO"	"3729"	"mRNA binding "	"1/352"	"47/2150"	0.284090909090909	2.18604651162791	0.0105069556276307	1	0.129956479690522	"G3BP2_MOUSE"
"17911"	"up_WTG0_vs_ASG1"	"GO"	"3824"	"catalytic activity "	"8/352"	"16/2150"	2.27272727272727	0.744186046511628	0.0133179591070524	1	3.05397727272727	"ISC2A_MOUSE;4F2_MOUSE;QCR1_MOUSE;PAHX_MOUSE;ISC2B_MOUSE;Q3TCD4_MOUSE;E9PWM4_MOUSE;D3Z041_MOUSE"
"13512"	"up_WTG0_vs_ASG1"	"GO"	"5758"	"mitochondrial intermembrane space "	"12/352"	"31/2150"	3.40909090909091	1.44186046511628	0.0139424160607457	1	2.36436950146628	"NDUA8_MOUSE;NDUS1_MOUSE;KAD2_MOUSE;COA6_MOUSE;NDUS5_MOUSE;MIC60_MOUSE;KAD3_MOUSE;GLYM_MOUSE;TIM8A_MOUSE;CATA_MOUSE;SIR5_MOUSE;SUOX_MOUSE"
"14812"	"up_WTG0_vs_ASG1"	"GO"	"50661"	"NADP binding "	"7/352"	"13/2150"	1.98863636363636	0.604651162790698	0.0153217928025284	1	3.2888986013986	"QOR_MOUSE;IDHC_MOUSE;GRHPR_MOUSE;3HIDH_MOUSE;FMO1_MOUSE;FMO2_MOUSE;CATA_MOUSE"
"6012"	"up_WTG0_vs_ASG1"	"GO"	"275"	"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) "	"4/352"	"4/2150"	1.13636363636364	0.186046511627907	0.0168844431083171	1	6.10795454545455	"ATP5E_MOUSE;ATPA_MOUSE;ATPD_MOUSE;ATPB_MOUSE"
"6141"	"up_WTG0_vs_ASG1"	"GO"	"6082"	"organic acid metabolic process "	"4/352"	"4/2150"	1.13636363636364	0.186046511627907	0.0168844431083171	1	6.10795454545455	"ACADM_MOUSE;CP2J5_MOUSE;FMO1_MOUSE;FMO2_MOUSE"
"6271"	"up_WTG0_vs_ASG1"	"GO"	"6086"	"acetyl-CoA biosynthetic process from pyruvate "	"4/352"	"4/2150"	1.13636363636364	0.186046511627907	0.0168844431083171	1	6.10795454545455	"ODP2_MOUSE;ODPA_MOUSE;ODPB_MOUSE;DLDH_MOUSE"
"11601"	"up_WTG0_vs_ASG1"	"GO"	"45261"	"proton-transporting ATP synthase complex, catalytic core F(1) "	"4/352"	"4/2150"	1.13636363636364	0.186046511627907	0.0168844431083171	1	6.10795454545455	"ATPA_MOUSE;ATPD_MOUSE;ATPB_MOUSE;Q8C2Q8_MOUSE"
"2892"	"up_WTG0_vs_ASG1"	"GO"	"5782"	"peroxisomal matrix "	"6/352"	"10/2150"	1.70454545454545	0.465116279069767	0.0171365947360171	1	3.66477272727273	"PAHX_MOUSE;DCMC_MOUSE;ACOX3_MOUSE;CH60_MOUSE;DHB4_MOUSE;THIKA_MOUSE"
"10212"	"up_WTG0_vs_ASG1"	"GO"	"9055"	"electron transfer activity "	"8/352"	"17/2150"	2.27272727272727	0.790697674418605	0.0172517720406795	1	2.87433155080214	"SDHB_MOUSE;SDHA_MOUSE;PGES2_MOUSE;ETFA_MOUSE;NDUS1_MOUSE;ETFB_MOUSE;ADX_MOUSE;A0A0R4J275_MOUSE"
"7412"	"up_WTG0_vs_ASG1"	"GO"	"6754"	"ATP biosynthetic process "	"5/352"	"7/2150"	1.42045454545455	0.325581395348837	0.0181443341324383	1	4.36282467532468	"ATPO_MOUSE;CMC2_MOUSE;LDHD_MOUSE;ATPA_MOUSE;ATPB_MOUSE"
"6291"	"up_WTG0_vs_ASG1"	"GO"	"61732"	"mitochondrial acetyl-CoA biosynthetic process from pyruvate "	"5/352"	"7/2150"	1.42045454545455	0.325581395348837	0.0181443341324383	1	4.36282467532468	"ODP2_MOUSE;ODPX_MOUSE;ODPA_MOUSE;ODPB_MOUSE;DLDH_MOUSE"
"12791"	"up_WTG0_vs_ASG1"	"GO"	"4300"	"enoyl-CoA hydratase activity "	"5/352"	"7/2150"	1.42045454545455	0.325581395348837	0.0181443341324383	1	4.36282467532468	"ECHD2_MOUSE;ECI1_MOUSE;ECHM_MOUSE;DHB4_MOUSE;A0A0R4J023_MOUSE"
"2262"	"up_WTG0_vs_ASG1"	"GO"	"45202"	"synapse "	"5/352"	"82/2150"	1.42045454545455	3.81395348837209	0.0184474716064488	1	0.372436252771619	"4F2_MOUSE;MOT1_MOUSE;EFTU_MOUSE;COR1A_MOUSE;THTM_MOUSE"
"4351"	"up_WTG0_vs_ASG1"	"GO"	"3735"	"structural constituent of ribosome "	"5/352"	"84/2150"	1.42045454545455	3.90697674418605	0.0186675032625434	1	0.363568722943723	"RT05_MOUSE;NDUA7_MOUSE;RM12_MOUSE;F7ARZ1_MOUSE;A0A1B0GQZ1_MOUSE"
"2252"	"up_WTG0_vs_ASG1"	"GO"	"43025"	"neuronal cell body "	"3/352"	"63/2150"	0.852272727272727	2.93023255813953	0.0191755279938453	1	0.290854978354978	"4F2_MOUSE;NRP1_MOUSE;KCRB_MOUSE"
"8612"	"up_WTG0_vs_ASG1"	"GO"	"5783"	"endoplasmic reticulum "	"13/352"	"151/2150"	3.69318181818182	7.02325581395349	0.0195029674486271	1	0.525850391330524	"TPPC3_MOUSE;RPN1_MOUSE;PLPL7_MOUSE;MLEC_MOUSE;RTN1_MOUSE;NAT8_MOUSE;CNPY2_MOUSE;LRP2_MOUSE;MOGS_MOUSE;ECHB_MOUSE;CATA_MOUSE;SC61B_MOUSE;TAP2_MOUSE"
"6021"	"up_WTG0_vs_ASG1"	"GO"	"62"	"fatty-acyl-CoA binding "	"7/352"	"14/2150"	1.98863636363636	0.651162790697674	0.0202822859927218	1	3.05397727272727	"ACADM_MOUSE;ACADS_MOUSE;HMGCL_MOUSE;ACADV_MOUSE;A0A0R4J083_MOUSE;Q3TCD4_MOUSE;A0A0A0MQ68_MOUSE"
"11721"	"up_WTG0_vs_ASG1"	"GO"	"5506"	"iron ion binding "	"7/352"	"14/2150"	1.98863636363636	0.651162790697674	0.0202822859927218	1	3.05397727272727	"ETHE1_MOUSE;CP2J5_MOUSE;ACON_MOUSE;CP4B1_MOUSE;ADX_MOUSE;CISD1_MOUSE;Q0PGA1_MOUSE"
"3113"	"up_WTG0_vs_ASG1"	"GO"	"4129"	"cytochrome-c oxidase activity "	"6/352"	"11/2150"	1.70454545454545	0.511627906976744	0.0234268922942097	1	3.33161157024793	"COX41_MOUSE;NDUA4_MOUSE;COX6C_MOUSE;COX5A_MOUSE;Q9DCW5_MOUSE;Q9D881_MOUSE"
"3313"	"up_WTG0_vs_ASG1"	"GO"	"7584"	"response to nutrient "	"6/352"	"11/2150"	1.70454545454545	0.511627906976744	0.0234268922942097	1	3.33161157024793	"COX41_MOUSE;ODBB_MOUSE;GSH0_MOUSE;HMGCL_MOUSE;SUOX_MOUSE;SCOT1_MOUSE"
"1889"	"up_WTG0_vs_ASG1"	"GO"	"46982"	"protein heterodimerization activity "	"1/352"	"42/2150"	0.284090909090909	1.95348837209302	0.0239354540976965	1	0.145427489177489	"D6RDT4_MOUSE"
"6312"	"up_WTG0_vs_ASG1"	"GO"	"15986"	"ATP synthesis coupled proton transport "	"5/352"	"8/2150"	1.42045454545455	0.372093023255814	0.0261603096950165	1	3.81747159090909	"ATP5E_MOUSE;ATPA_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;Q8C2Q8_MOUSE"
"2902"	"up_WTG0_vs_ASG1"	"GO"	"31406"	"carboxylic acid binding "	"5/352"	"8/2150"	1.42045454545455	0.372093023255814	0.0261603096950165	1	3.81747159090909	"PAHX_MOUSE;SSDH_MOUSE;GRHPR_MOUSE;HMGCL_MOUSE;PCKGC_MOUSE"
