"Cluster"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"5105"	2	"KEGG"	"path:mmu04932"	"Non-alcoholic fatty liver disease (NAFLD) - Mus musculus (mouse)"	"29/341"	"56/2150"	8.50439882697947	2.6046511627907	8.79695291069774e-07	0.000139871551280094	3.26508169250105	"NDUB4_MOUSE;NDUBB_MOUSE;CX6B1_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;QCR1_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;NDUS6_MOUSE;NDUS5_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;QCR6_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;NDUA8_MOUSE;NDUV2_MOUSE"
"2415"	2	"KEGG"	"path:mmu01212"	"Fatty acid metabolism - Mus musculus (mouse)"	"21/341"	"30/2150"	6.158357771261	1.3953488372093	9.1641609398834e-07	0.000145710158944146	4.41348973607038	"THIL_MOUSE;THIC_MOUSE;A0A0R4J083_MOUSE;ACADM_MOUSE;ACADV_MOUSE;THIKA_MOUSE;ACADS_MOUSE;ACOX1_MOUSE;CPT2_MOUSE;DHB8_MOUSE;HCDH_MOUSE;DHB4_MOUSE;ECHB_MOUSE;CBR4_MOUSE;THIKB_MOUSE;ACSF3_MOUSE;MECR_MOUSE;THIM_MOUSE;OXSM_MOUSE;ACOX3_MOUSE;ECHM_MOUSE"
"3715"	2	"KEGG"	"path:mmu00020"	"Citrate cycle (TCA cycle) - Mus musculus (mouse)"	"17/341"	"20/2150"	4.98533724340176	0.930232558139535	1.65797892647556e-06	0.000263618649309614	5.35923753665689	"ACON_MOUSE;CISY_MOUSE;DLDH_MOUSE;FUMH_MOUSE;IDHC_MOUSE;IDHG1_MOUSE;MDHM_MOUSE;PCKGC_MOUSE;ODPA_MOUSE;SUCB1_MOUSE;SUCB2_MOUSE;ODP2_MOUSE;IDHP_MOUSE;SUCA_MOUSE;SDHA_MOUSE;SDHB_MOUSE;ODPB_MOUSE"
"2615"	2	"KEGG"	"path:mmu00071"	"Fatty acid degradation - Mus musculus (mouse)"	"19/341"	"26/2150"	5.57184750733138	1.2093023255814	1.96054110194572e-06	0.00031172603520937	4.60748928490864	"THIL_MOUSE;THIC_MOUSE;A0A0R4J083_MOUSE;ACADM_MOUSE;ACADV_MOUSE;THIKA_MOUSE;ACADS_MOUSE;ACOX1_MOUSE;ALDH2_MOUSE;CPT2_MOUSE;ECI1_MOUSE;HCDH_MOUSE;ECHB_MOUSE;THIKB_MOUSE;A0A0A0MQ68_MOUSE;THIM_MOUSE;AL9A1_MOUSE;ACOX3_MOUSE;ECHM_MOUSE"
"14103"	2	"KEGG"	"path:mmu00640"	"Propanoate metabolism - Mus musculus (mouse)"	"18/341"	"24/2150"	5.27859237536657	1.11627906976744	2.84167714668256e-06	0.000451826666322527	4.72873900293255	"MMSA_MOUSE;THIL_MOUSE;THIC_MOUSE;PCCA_MOUSE;ACADS_MOUSE;ACOX1_MOUSE;ODBB_MOUSE;ODB2_MOUSE;DLDH_MOUSE;MUTA_MOUSE;SUCB1_MOUSE;SUCB2_MOUSE;GABT_MOUSE;SUCA_MOUSE;DCMC_MOUSE;MCEE_MOUSE;ACOX3_MOUSE;ECHM_MOUSE"
"17103"	2	"KEGG"	"path:mmu00630"	"Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse)"	"16/341"	"20/2150"	4.69208211143695	0.930232558139535	5.82604781564301e-06	0.000926341602687239	5.04398826979472	"GLYM_MOUSE;THIL_MOUSE;THIC_MOUSE;PCCA_MOUSE;ACON_MOUSE;CATA_MOUSE;CISY_MOUSE;DLDH_MOUSE;GLNA_MOUSE;MDHM_MOUSE;MUTA_MOUSE;A0A0R4J1H2_MOUSE;GCST_MOUSE;HAOX2_MOUSE;MCEE_MOUSE;GRHPR_MOUSE"
"4105"	2	"KEGG"	"path:mmu05016"	"Huntington disease - Mus musculus (mouse)"	"37/341"	"100/2150"	10.8504398826979	4.65116279069767	1.82943902718784e-05	0.00290880805322867	2.33284457478006	"NDUB4_MOUSE;NDUBB_MOUSE;CX6B1_MOUSE;ATPA_MOUSE;ATPB_MOUSE;ATP5J_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;GPX1_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;QCR1_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;ATPO_MOUSE;NDUS6_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;QCR6_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;ATP5E_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE"
"1865"	2	"KEGG"	"path:mmu05012"	"Parkinson disease - Mus musculus (mouse)"	"36/341"	"98/2150"	10.5571847507331	4.55813953488372	2.72886943494884e-05	0.00433890240156866	2.31611706266084	"NDUB4_MOUSE;NDUBB_MOUSE;CX6B1_MOUSE;ATPA_MOUSE;ATPB_MOUSE;ATP5J_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;QCR1_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;ATPO_MOUSE;NDUS6_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;QCR6_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;ATP5E_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE"
"3015"	2	"KEGG"	"path:mmu00650"	"Butanoate metabolism - Mus musculus (mouse)"	"14/341"	"18/2150"	4.10557184750733	0.837209302325581	2.84581232425321e-05	0.00452484159556261	4.90387748452265	"THIL_MOUSE;THIC_MOUSE;ACADS_MOUSE;ACSM1_MOUSE;HCDH_MOUSE;HMGCL_MOUSE;SSDH_MOUSE;L2HDH_MOUSE;ACSM2_MOUSE;GABT_MOUSE;ACSM5_MOUSE;SCOT1_MOUSE;BDH2_MOUSE;ECHM_MOUSE"
"2815"	2	"KEGG"	"path:mmu00620"	"Pyruvate metabolism - Mus musculus (mouse)"	"13/341"	"17/2150"	3.81231671554252	0.790697674418605	6.27528469045759e-05	0.00997770265782757	4.82145937553907	"THIL_MOUSE;THIC_MOUSE;ALDH2_MOUSE;DLDH_MOUSE;FUMH_MOUSE;MDHM_MOUSE;PCKGC_MOUSE;ODPA_MOUSE;ODP2_MOUSE;LDHD_MOUSE;AL9A1_MOUSE;ODPB_MOUSE;GRHPR_MOUSE"
"8105"	2	"KEGG"	"path:mmu05010"	"Alzheimer disease - Mus musculus (mouse)"	"36/341"	"107/2150"	10.5571847507331	4.97674418604651	0.000138209781356038	0.0219753552356101	2.12130347795105	"NDUB4_MOUSE;NDUBB_MOUSE;CX6B1_MOUSE;ATPA_MOUSE;ATPB_MOUSE;ATP5J_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;QCR1_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;ATPO_MOUSE;NDUS6_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;QCR6_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;ATP5E_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE"
"3615"	2	"KEGG"	"path:mmu04146"	"Peroxisome - Mus musculus (mouse)"	"16/341"	"32/2150"	4.69208211143695	1.48837209302326	0.000372981410591263	0.0593040442840108	3.1524926686217	"THIKA_MOUSE;ACOX1_MOUSE;CATA_MOUSE;A0A0R4J203_MOUSE;HMGCL_MOUSE;DHB4_MOUSE;IDHC_MOUSE;AMACR_MOUSE;A2AL50_MOUSE;THIKB_MOUSE;IDHP_MOUSE;DHRS4_MOUSE;HAOX2_MOUSE;DCMC_MOUSE;ACOX3_MOUSE;ACOX2_MOUSE"
"2915"	2	"KEGG"	"path:mmu00310"	"Lysine degradation - Mus musculus (mouse)"	"11/341"	"16/2150"	3.2258064516129	0.744186046511628	0.000450665672055758	0.0716558418568655	4.33467741935484	"THIL_MOUSE;THIC_MOUSE;ALDH2_MOUSE;DLDH_MOUSE;HCDH_MOUSE;HYKK_MOUSE;AADAT_MOUSE;A0A0A0MQ68_MOUSE;AASS_MOUSE;AL9A1_MOUSE;ECHM_MOUSE"
"1866"	2	"KEGG"	"path:mmu00260"	"Glycine, serine and threonine metabolism - Mus musculus (mouse)"	"11/341"	"17/2150"	3.2258064516129	0.790697674418605	0.00065287633306873	0.103807336957928	4.07969639468691	"GLYM_MOUSE;A0A0R4J203_MOUSE;DLDH_MOUSE;SARDH_MOUSE;CHDH_MOUSE;A0A0R4J1H2_MOUSE;AGT2_MOUSE;KBL_MOUSE;GCST_MOUSE;GATM_MOUSE;GRHPR_MOUSE"
"6105"	2	"KEGG"	"path:mmu04723"	"Retrograde endocannabinoid signaling - Mus musculus (mouse)"	"18/341"	"42/2150"	5.27859237536657	1.95348837209302	0.000827800419308336	0.131620266670025	2.70213657310431	"NDUB4_MOUSE;NDUBB_MOUSE;GBG12_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;NDUS6_MOUSE;NDUS5_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;NDUA8_MOUSE;NDUV2_MOUSE"
"2515"	2	"KEGG"	"path:mmu00380"	"Tryptophan metabolism - Mus musculus (mouse)"	"10/341"	"15/2150"	2.93255131964809	0.697674418604651	0.000977606776006206	0.155439477384987	4.20332355816227	"THIL_MOUSE;THIC_MOUSE;ALDH2_MOUSE;CATA_MOUSE;DLDH_MOUSE;HCDH_MOUSE;AADAT_MOUSE;A0A0A0MQ68_MOUSE;AL9A1_MOUSE;ECHM_MOUSE"
"11103"	2	"KEGG"	"path:mmu00410"	"beta-Alanine metabolism - Mus musculus (mouse)"	"9/341"	"13/2150"	2.63929618768328	0.604651162790698	0.00145882989482604	0.23195395327734	4.36498984886082	"MMSA_MOUSE;ACADS_MOUSE;ACOX1_MOUSE;ALDH2_MOUSE;GABT_MOUSE;DCMC_MOUSE;AL9A1_MOUSE;ACOX3_MOUSE;ECHM_MOUSE"
"2315"	2	"KEGG"	"path:mmu04260"	"Cardiac muscle contraction - Mus musculus (mouse)"	"12/341"	"26/2150"	3.51906158357771	1.2093023255814	0.00339152702595241	0.539252797126434	2.90999323257388	"CX6B1_MOUSE;AT1A1_MOUSE;ATNG_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;QCR1_MOUSE;QCR6_MOUSE;UCRI_MOUSE;QCR2_MOUSE;Q9CQB4_MOUSE"
"11512"	2	"KEGG"	"path:mmu00061"	"Fatty acid biosynthesis - Mus musculus (mouse)"	"5/341"	"5/2150"	1.46627565982405	0.232558139534884	0.00651449027608002	1	6.3049853372434	"DHB8_MOUSE;CBR4_MOUSE;ACSF3_MOUSE;MECR_MOUSE;OXSM_MOUSE"
"3815"	2	"KEGG"	"path:mmu01210"	"2-Oxocarboxylic acid metabolism - Mus musculus (mouse)"	"6/341"	"8/2150"	1.75953079178886	0.372093023255814	0.0071740561514943	1	4.72873900293255	"ACON_MOUSE;CISY_MOUSE;IDHC_MOUSE;IDHG1_MOUSE;AADAT_MOUSE;IDHP_MOUSE"
"3315"	2	"KEGG"	"path:mmu03320"	"PPAR signaling pathway - Mus musculus (mouse)"	"9/341"	"18/2150"	2.63929618768328	0.837209302325581	0.00733400998384872	1	3.1524926686217	"A0A0R4J083_MOUSE;ACADM_MOUSE;THIKA_MOUSE;ACOX1_MOUSE;CPT2_MOUSE;PCKGC_MOUSE;THIKB_MOUSE;ACOX3_MOUSE;ACOX2_MOUSE"
"2715"	2	"KEGG"	"path:mmu00072"	"Synthesis and degradation of ketone bodies - Mus musculus (mouse)"	"5/341"	"6/2150"	1.46627565982405	0.27906976744186	0.0106220173898764	1	5.25415444770283	"THIL_MOUSE;THIC_MOUSE;HMGCL_MOUSE;SCOT1_MOUSE;BDH2_MOUSE"
"13512"	2	"KEGG"	"path:mmu00920"	"Sulfur metabolism - Mus musculus (mouse)"	"5/341"	"6/2150"	1.46627565982405	0.27906976744186	0.0106220173898764	1	5.25415444770283	"SBP1_MOUSE;SUOX_MOUSE;THTR_MOUSE;THTM_MOUSE;ETHE1_MOUSE"
"4915"	2	"KEGG"	"path:mmu00330"	"Arginine and proline metabolism - Mus musculus (mouse)"	"8/341"	"16/2150"	2.34604105571848	0.744186046511628	0.0113316682795299	1	3.1524926686217	"ALDH2_MOUSE;A0A0R4J203_MOUSE;PROD_MOUSE;AL4A1_MOUSE;HYPDH_MOUSE;AL9A1_MOUSE;AMPL_MOUSE;GATM_MOUSE"
"3515"	2	"KEGG"	"path:mmu00592"	"alpha-Linolenic acid metabolism - Mus musculus (mouse)"	"4/341"	"4/2150"	1.17302052785924	0.186046511627907	0.0153316105924161	1	6.3049853372434	"THIKA_MOUSE;ACOX1_MOUSE;THIKB_MOUSE;ACOX3_MOUSE"
"9104"	2	"KEGG"	"path:mmu00040"	"Pentose and glucuronate interconversions - Mus musculus (mouse)"	"5/341"	"7/2150"	1.46627565982405	0.325581395348837	0.0162025495629646	1	4.50356095517386	"XYLB_MOUSE;DHSO_MOUSE;UD17C_MOUSE;AK1A1_MOUSE;DCXR_MOUSE"
"3415"	2	"KEGG"	"path:mmu01040"	"Biosynthesis of unsaturated fatty acids - Mus musculus (mouse)"	"6/341"	"11/2150"	1.75953079178886	0.511627906976744	0.0206518946285991	1	3.43908291122367	"THIKA_MOUSE;ACOX1_MOUSE;DHB4_MOUSE;ACOT2_MOUSE;THIKB_MOUSE;ACOX3_MOUSE"
"9513"	2	"KEGG"	"path:mmu00250"	"Alanine, aspartate and glutamate metabolism - Mus musculus (mouse)"	"6/341"	"12/2150"	1.75953079178886	0.558139534883721	0.0275078306820571	1	3.1524926686217	"GLNA_MOUSE;AL4A1_MOUSE;SSDH_MOUSE;AGT2_MOUSE;GABT_MOUSE;NIT2_MOUSE"
"11712"	2	"KEGG"	"path:mmu00062"	"Fatty acid elongation - Mus musculus (mouse)"	"6/341"	"12/2150"	1.75953079178886	0.558139534883721	0.0275078306820571	1	3.1524926686217	"HCDH_MOUSE;ACOT2_MOUSE;ECHB_MOUSE;MECR_MOUSE;THIM_MOUSE;ECHM_MOUSE"
"6115"	2	"KEGG"	"path:mmu04976"	"Bile secretion - Mus musculus (mouse)"	"5/341"	"10/2150"	1.46627565982405	0.465116279069767	0.0434108021099138	1	3.1524926686217	"AT1A1_MOUSE;ATNG_MOUSE;S22A8_MOUSE;S22A1_MOUSE;UD17C_MOUSE"
"4615"	2	"KEGG"	"path:mmu00053"	"Ascorbate and aldarate metabolism - Mus musculus (mouse)"	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"ALDH2_MOUSE;UD17C_MOUSE;AL9A1_MOUSE"
"5015"	2	"KEGG"	"path:mmu00561"	"Glycerolipid metabolism - Mus musculus (mouse)"	"4/341"	"8/2150"	1.17302052785924	0.372093023255814	0.0694577171257301	1	3.1524926686217	"ALDH2_MOUSE;A0A0R4J1H2_MOUSE;AL9A1_MOUSE;AK1A1_MOUSE"
"1915"	2	"KEGG"	"path:mmu00670"	"One carbon pool by folate - Mus musculus (mouse)"	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"GLYM_MOUSE;C1TC_MOUSE;GCST_MOUSE"
"5515"	2	"KEGG"	"path:mmu04973"	"Carbohydrate digestion and absorption - Mus musculus (mouse)"	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"AT1A1_MOUSE;ATNG_MOUSE;GTR2_MOUSE"
"11812"	2	"KEGG"	"path:mmu00120"	"Primary bile acid biosynthesis - Mus musculus (mouse)"	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"DHB4_MOUSE;AMACR_MOUSE;ACOX2_MOUSE"
"4515"	2	"KEGG"	"path:mmu00010"	"Glycolysis / Gluconeogenesis - Mus musculus (mouse)"	"9/341"	"28/2150"	2.63929618768328	1.30232558139535	0.0852292136210765	1	2.02660242982824	"ALDH2_MOUSE;DLDH_MOUSE;PCKGC_MOUSE;ODPA_MOUSE;ALDOB_MOUSE;ODP2_MOUSE;AL9A1_MOUSE;AK1A1_MOUSE;ODPB_MOUSE"
"3115"	2	"KEGG"	"path:mmu00900"	"Terpenoid backbone biosynthesis - Mus musculus (mouse)"	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"THIL_MOUSE;THIC_MOUSE"
"15104"	3	"KEGG"	"path:mmu05152"	"Tuberculosis - Mus musculus (mouse)"	"6/96"	"36/2150"	6.25	1.67441860465116	0.00783491429641839	0.948024629866625	3.73263888888889	"COR1A_MOUSE;FCERG_MOUSE;HG2A_MOUSE;Q542I8_MOUSE;LSP1_MOUSE;FCGR4_MOUSE"
"17104"	3	"KEGG"	"path:mmu05231"	"Choline metabolism in cancer - Mus musculus (mouse)"	"3/96"	"12/2150"	3.125	0.558139534883721	0.0236615599418002	1	5.59895833333333	"4EBP1_MOUSE;WASP_MOUSE;WASF2_MOUSE"
"3416"	3	"KEGG"	"path:mmu04650"	"Natural killer cell mediated cytotoxicity - Mus musculus (mouse)"	"3/96"	"13/2150"	3.125	0.604651162790698	0.0282372427238557	1	5.16826923076923	"FCERG_MOUSE;Q542I8_MOUSE;FCGR4_MOUSE"
"7516"	3	"KEGG"	"path:mmu04530"	"Tight junction - Mus musculus (mouse)"	"4/96"	"26/2150"	4.16666666666667	1.2093023255814	0.0365557247603974	1	3.44551282051282	"HCLS1_MOUSE;PP2AA_MOUSE;WASP_MOUSE;MYL9_MOUSE"
"10014"	3	"KEGG"	"path:mmu04520"	"Adherens junction - Mus musculus (mouse)"	"3/96"	"15/2150"	3.125	0.697674418604651	0.0386912935030869	1	4.47916666666667	"PTN1_MOUSE;WASP_MOUSE;WASF2_MOUSE"
"6916"	3	"KEGG"	"path:mmu04670"	"Leukocyte transendothelial migration - Mus musculus (mouse)"	"4/96"	"27/2150"	4.16666666666667	1.25581395348837	0.0406375084400966	1	3.3179012345679	"GNAI2_MOUSE;Q542I8_MOUSE;NCF2_MOUSE;MYL9_MOUSE"
"10314"	3	"KEGG"	"path:mmu05135"	"Yersinia infection - Mus musculus (mouse)"	"4/96"	"27/2150"	4.16666666666667	1.25581395348837	0.0406375084400966	1	3.3179012345679	"WIPF1_MOUSE;WASP_MOUSE;FYB1_MOUSE;WASF2_MOUSE"
"3316"	3	"KEGG"	"path:mmu04071"	"Sphingolipid signaling pathway - Mus musculus (mouse)"	"3/96"	"17/2150"	3.125	0.790697674418605	0.0508429650869374	1	3.95220588235294	"FCERG_MOUSE;GNAI2_MOUSE;PP2AA_MOUSE"
"8015"	3	"KEGG"	"path:mmu05140"	"Leishmaniasis - Mus musculus (mouse)"	"3/96"	"19/2150"	3.125	0.883720930232558	0.0646198376146119	1	3.53618421052632	"Q542I8_MOUSE;NCF2_MOUSE;FCGR4_MOUSE"
"1867"	3	"KEGG"	"path:mmu00512"	"Mucin type O-glycan biosynthesis - Mus musculus (mouse)"	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GALT2_MOUSE"
"7915"	3	"KEGG"	"path:mmu04060"	"Cytokine-cytokine receptor interaction - Mus musculus (mouse)"	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"IL16_MOUSE"
"10214"	3	"KEGG"	"path:mmu00430"	"Taurine and hypotaurine metabolism - Mus musculus (mouse)"	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AEDO_MOUSE"
"4216"	3	"KEGG"	"path:mmu04261"	"Adrenergic signaling in cardiomyocytes - Mus musculus (mouse)"	"3/96"	"23/2150"	3.125	1.06976744186047	0.096652632923666	1	2.92119565217391	"GNAI2_MOUSE;PP2AA_MOUSE;AT2B1_MOUSE"
"7616"	3	"KEGG"	"path:mmu05100"	"Bacterial invasion of epithelial cells - Mus musculus (mouse)"	"3/96"	"23/2150"	3.125	1.06976744186047	0.096652632923666	1	2.92119565217391	"HCLS1_MOUSE;WASF2_MOUSE;SEPT6_MOUSE"
